RegionName,ParkName,ParkType,Year,TRV
Alaska Region,Katmai NP & PRES,National Park,1922,
Alaska Region,Katmai NP & PRES,National Park,1921,
Alaska Region,Katmai NP & PRES,National Park,1920,
Alaska Region,Katmai NP & PRES,National Park,1919,
Alaska Region,Katmai NP & PRES,National Park,1918,
Alaska Region,Katmai NP & PRES,National Park,1917,
Alaska Region,Katmai NP & PRES,National Park,1916,
Alaska Region,Katmai NP & PRES,National Park,1915,
Alaska Region,Katmai NP & PRES,National Park,1914,
Alaska Region,Katmai NP & PRES,National Park,1913,
Alaska Region,Katmai NP & PRES,National Park,1912,
Alaska Region,Katmai NP & PRES,National Park,1911,
Alaska Region,Katmai NP & PRES,National Park,1910,
Alaska Region,Katmai NP & PRES,National Park,1909,
Alaska Region,Katmai NP & PRES,National Park,1908,
Alaska Region,Katmai NP & PRES,National Park,1907,
Alaska Region,Katmai NP & PRES,National Park,1906,
Alaska Region,Katmai NP & PRES,National Park,1905,
Alaska Region,Katmai NP & PRES,National Park,1904,
Alaska Region,Kenai Fjords NP,National Park,2022,"389,943"
Alaska Region,Kenai Fjords NP,National Park,2021,"411,782"
Alaska Region,Kenai Fjords NP,National Park,2020,"115,882"
Alaska Region,Kenai Fjords NP,National Park,2019,"356,601"
Alaska Region,Kenai Fjords NP,National Park,2018,"321,596"
Alaska Region,Kenai Fjords NP,National Park,2017,"303,598"
Alaska Region,Kenai Fjords NP,National Park,2016,"346,534"
Alaska Region,Kenai Fjords NP,National Park,2015,"296,697"
Alaska Region,Kenai Fjords NP,National Park,2014,"270,666"
Alaska Region,Kenai Fjords NP,National Park,2013,"283,502"
Alaska Region,Kenai Fjords NP,National Park,2012,"281,279"
Alaska Region,Kenai Fjords NP,National Park,2011,"346,852"
Alaska Region,Kenai Fjords NP,National Park,2010,"297,596"
Alaska Region,Kenai Fjords NP,National Park,2009,"218,358"
Alaska Region,Kenai Fjords NP,National Park,2008,"272,190"
Alaska Region,Kenai Fjords NP,National Park,2007,"284,604"
Alaska Region,Kenai Fjords NP,National Park,2006,"251,630"
Alaska Region,Kenai Fjords NP,National Park,2005,"258,297"
Alaska Region,Kenai Fjords NP,National Park,2004,"244,232"
Alaska Region,Kenai Fjords NP,National Park,2003,"243,719"
Alaska Region,Kenai Fjords NP,National Park,2002,"251,799"
Alaska Region,Kenai Fjords NP,National Park,2001,"262,353"
Alaska Region,Kenai Fjords NP,National Park,2000,"254,790"
Alaska Region,Kenai Fjords NP,National Park,1999,"290,673"
Alaska Region,Kenai Fjords NP,National Park,1998,"263,948"
Alaska Region,Kenai Fjords NP,National Park,1997,"306,164"
Alaska Region,Kenai Fjords NP,National Park,1996,"274,034"
Alaska Region,Kenai Fjords NP,National Park,1995,"230,657"
Alaska Region,Kenai Fjords NP,National Park,1994,"209,516"
Alaska Region,Kenai Fjords NP,National Park,1993,"189,712"
Alaska Region,Kenai Fjords NP,National Park,1992,"108,130"
Alaska Region,Kenai Fjords NP,National Park,1991,"107,041"
Alaska Region,Kenai Fjords NP,National Park,1990,"66,115"
Alaska Region,Kenai Fjords NP,National Park,1989,"75,557"
Alaska Region,Kenai Fjords NP,National Park,1988,"59,017"
Alaska Region,Kenai Fjords NP,National Park,1987,"60,428"
Alaska Region,Kenai Fjords NP,National Park,1986,"54,296"
Alaska Region,Kenai Fjords NP,National Park,1985,"35,758"
Alaska Region,Kenai Fjords NP,National Park,1984,"30,703"
Alaska Region,Kenai Fjords NP,National Park,1983,"24,048"
Alaska Region,Kenai Fjords NP,National Park,1982,"16,118"
Alaska Region,Kenai Fjords NP,National Park,1981,
Alaska Region,Kenai Fjords NP,National Park,1980,
Alaska Region,Kenai Fjords NP,National Park,1979,
Alaska Region,Kenai Fjords NP,National Park,1978,
Alaska Region,Kenai Fjords NP,National Park,1977,
Alaska Region,Kenai Fjords NP,National Park,1976,
Alaska Region,Kenai Fjords NP,National Park,1975,
Alaska Region,Kenai Fjords NP,National Park,1974,
Alaska Region,Kenai Fjords NP,National Park,1973,
Alaska Region,Kenai Fjords NP,National Park,1972,
Alaska Region,Kenai Fjords NP,National Park,1971,
Alaska Region,Kenai Fjords NP,National Park,1970,
Alaska Region,Kenai Fjords NP,National Park,1969,
Alaska Region,Kenai Fjords NP,National Park,1968,
Alaska Region,Kenai Fjords NP,National Park,1967,
Alaska Region,Kenai Fjords NP,National Park,1966,
Alaska Region,Kenai Fjords NP,National Park,1965,
Alaska Region,Kenai Fjords NP,National Park,1964,
Alaska Region,Kenai Fjords NP,National Park,1963,
Alaska Region,Kenai Fjords NP,National Park,1962,
Alaska Region,Kenai Fjords NP,National Park,1961,
Alaska Region,Kenai Fjords NP,National Park,1960,
Alaska Region,Kenai Fjords NP,National Park,1959,
Alaska Region,Kenai Fjords NP,National Park,1958,
Alaska Region,Kenai Fjords NP,National Park,1957,
Alaska Region,Kenai Fjords NP,National Park,1956,
Alaska Region,Kenai Fjords NP,National Park,1955,
Alaska Region,Kenai Fjords NP,National Park,1954,
Alaska Region,Kenai Fjords NP,National Park,1953,
Alaska Region,Kenai Fjords NP,National Park,1952,
Alaska Region,Kenai Fjords NP,National Park,1951,
Alaska Region,Kenai Fjords NP,National Park,1950,
Alaska Region,Kenai Fjords NP,National Park,1949,
Alaska Region,Kenai Fjords NP,National Park,1948,
Alaska Region,Kenai Fjords NP,National Park,1947,
Alaska Region,Kenai Fjords NP,National Park,1946,
Alaska Region,Kenai Fjords NP,National Park,1945,
Alaska Region,Kenai Fjords NP,National Park,1944,
Alaska Region,Kenai Fjords NP,National Park,1943,
Alaska Region,Kenai Fjords NP,National Park,1942,
Alaska Region,Kenai Fjords NP,National Park,1941,
Alaska Region,Kenai Fjords NP,National Park,1940,
Alaska Region,Kenai Fjords NP,National Park,1939,
Alaska Region,Kenai Fjords NP,National Park,1938,
Alaska Region,Kenai Fjords NP,National Park,1937,
Alaska Region,Kenai Fjords NP,National Park,1936,
Alaska Region,Kenai Fjords NP,National Park,1935,
Alaska Region,Kenai Fjords NP,National Park,1934,
Alaska Region,Kenai Fjords NP,National Park,1933,
Alaska Region,Kenai Fjords NP,National Park,1932,
Alaska Region,Kenai Fjords NP,National Park,1931,
Alaska Region,Kenai Fjords NP,National Park,1930,
Alaska Region,Kenai Fjords NP,National Park,1929,
Alaska Region,Kenai Fjords NP,National Park,1928,
Alaska Region,Kenai Fjords NP,National Park,1927,
Alaska Region,Kenai Fjords NP,National Park,1926,
Alaska Region,Kenai Fjords NP,National Park,1925,
Alaska Region,Kenai Fjords NP,National Park,1924,
Alaska Region,Kenai Fjords NP,National Park,1923,
Alaska Region,Kenai Fjords NP,National Park,1922,
Alaska Region,Kenai Fjords NP,National Park,1921,
Alaska Region,Kenai Fjords NP,National Park,1920,
Alaska Region,Kenai Fjords NP,National Park,1919,
Alaska Region,Kenai Fjords NP,National Park,1918,
Alaska Region,Kenai Fjords NP,National Park,1917,
Alaska Region,Kenai Fjords NP,National Park,1916,
Alaska Region,Kenai Fjords NP,National Park,1915,
Alaska Region,Kenai Fjords NP,National Park,1914,
Alaska Region,Kenai Fjords NP,National Park,1913,
Alaska Region,Kenai Fjords NP,National Park,1912,
Alaska Region,Kenai Fjords NP,National Park,1911,
Alaska Region,Kenai Fjords NP,National Park,1910,
Alaska Region,Kenai Fjords NP,National Park,1909,
Alaska Region,Kenai Fjords NP,National Park,1908,
Alaska Region,Kenai Fjords NP,National Park,1907,
Alaska Region,Kenai Fjords NP,National Park,1906,
Alaska Region,Kenai Fjords NP,National Park,1905,
Alaska Region,Kenai Fjords NP,National Park,1904,
Alaska Region,Kobuk Valley NP,National Park,2022,"16,925"
Alaska Region,Kobuk Valley NP,National Park,2021,"11,540"
Alaska Region,Kobuk Valley NP,National Park,2020,"11,185"
Alaska Region,Kobuk Valley NP,National Park,2019,"15,766"
Alaska Region,Kobuk Valley NP,National Park,2018,"14,937"
Alaska Region,Kobuk Valley NP,National Park,2017,"15,500"
Alaska Region,Kobuk Valley NP,National Park,2016,"15,500"
Alaska Region,Kobuk Valley NP,National Park,2015,0
Alaska Region,Kobuk Valley NP,National Park,2014,0
Alaska Region,Kobuk Valley NP,National Park,2013,"16,875"
Alaska Region,Kobuk Valley NP,National Park,2012,"29,550"
Alaska Region,Kobuk Valley NP,National Park,2011,"11,485"
Alaska Region,Kobuk Valley NP,National Park,2010,"3,164"
Alaska Region,Kobuk Valley NP,National Park,2009,"1,879"
Alaska Region,Kobuk Valley NP,National Park,2008,"1,565"
Alaska Region,Kobuk Valley NP,National Park,2007,847
Alaska Region,Kobuk Valley NP,National Park,2006,"3,005"
Alaska Region,Kobuk Valley NP,National Park,2005,"5,037"
Alaska Region,Kobuk Valley NP,National Park,2004,"4,744"
Alaska Region,Kobuk Valley NP,National Park,2003,"4,006"
Alaska Region,Kobuk Valley NP,National Park,2002,"4,046"
Alaska Region,Kobuk Valley NP,National Park,2001,"4,217"
Alaska Region,Kobuk Valley NP,National Park,2000,"2,646"
Alaska Region,Kobuk Valley NP,National Park,1999,"6,309"
Alaska Region,Kobuk Valley NP,National Park,1998,"5,550"
Alaska Region,Kobuk Valley NP,National Park,1997,"2,781"
Alaska Region,Kobuk Valley NP,National Park,1996,"2,781"
Alaska Region,Kobuk Valley NP,National Park,1995,"2,781"
Alaska Region,Kobuk Valley NP,National Park,1994,"2,781"
Alaska Region,Kobuk Valley NP,National Park,1993,"2,816"
Alaska Region,Kobuk Valley NP,National Park,1992,"2,829"
Alaska Region,Kobuk Valley NP,National Park,1991,"2,795"
Alaska Region,Kobuk Valley NP,National Park,1990,"2,586"
Alaska Region,Kobuk Valley NP,National Park,1989,"1,970"
Alaska Region,Kobuk Valley NP,National Park,1988,"2,275"
Alaska Region,Kobuk Valley NP,National Park,1987,230
Alaska Region,Kobuk Valley NP,National Park,1986,"1,085"
Alaska Region,Kobuk Valley NP,National Park,1985,"1,305"
Alaska Region,Kobuk Valley NP,National Park,1984,"1,075"
Alaska Region,Kobuk Valley NP,National Park,1983,"2,365"
Alaska Region,Kobuk Valley NP,National Park,1982,"3,775"
Alaska Region,Kobuk Valley NP,National Park,1981,
Alaska Region,Kobuk Valley NP,National Park,1980,
Alaska Region,Kobuk Valley NP,National Park,1979,
Alaska Region,Kobuk Valley NP,National Park,1978,
Alaska Region,Kobuk Valley NP,National Park,1977,
Alaska Region,Kobuk Valley NP,National Park,1976,
Alaska Region,Kobuk Valley NP,National Park,1975,
Alaska Region,Kobuk Valley NP,National Park,1974,
Alaska Region,Kobuk Valley NP,National Park,1973,
Alaska Region,Kobuk Valley NP,National Park,1972,
Alaska Region,Kobuk Valley NP,National Park,1971,
Alaska Region,Kobuk Valley NP,National Park,1970,
Alaska Region,Kobuk Valley NP,National Park,1969,
Alaska Region,Kobuk Valley NP,National Park,1968,
Alaska Region,Kobuk Valley NP,National Park,1967,
Alaska Region,Kobuk Valley NP,National Park,1966,
Alaska Region,Kobuk Valley NP,National Park,1965,
Alaska Region,Kobuk Valley NP,National Park,1964,
Alaska Region,Kobuk Valley NP,National Park,1963,
Alaska Region,Kobuk Valley NP,National Park,1962,
Alaska Region,Kobuk Valley NP,National Park,1961,
Alaska Region,Kobuk Valley NP,National Park,1960,
Alaska Region,Kobuk Valley NP,National Park,1959,
Alaska Region,Kobuk Valley NP,National Park,1958,
Alaska Region,Kobuk Valley NP,National Park,1957,
Alaska Region,Kobuk Valley NP,National Park,1956,
Alaska Region,Kobuk Valley NP,National Park,1955,
Alaska Region,Kobuk Valley NP,National Park,1954,
Alaska Region,Kobuk Valley NP,National Park,1953,
Alaska Region,Kobuk Valley NP,National Park,1952,
Alaska Region,Kobuk Valley NP,National Park,1951,
Alaska Region,Kobuk Valley NP,National Park,1950,
Alaska Region,Kobuk Valley NP,National Park,1949,
Alaska Region,Kobuk Valley NP,National Park,1948,
Alaska Region,Kobuk Valley NP,National Park,1947,
Alaska Region,Kobuk Valley NP,National Park,1946,
Alaska Region,Kobuk Valley NP,National Park,1945,
Alaska Region,Kobuk Valley NP,National Park,1944,
Alaska Region,Kobuk Valley NP,National Park,1943,
Alaska Region,Kobuk Valley NP,National Park,1942,
Alaska Region,Kobuk Valley NP,National Park,1941,
Alaska Region,Kobuk Valley NP,National Park,1940,
Alaska Region,Kobuk Valley NP,National Park,1939,
Alaska Region,Kobuk Valley NP,National Park,1938,
Alaska Region,Kobuk Valley NP,National Park,1937,
Alaska Region,Kobuk Valley NP,National Park,1936,
Alaska Region,Kobuk Valley NP,National Park,1935,
Alaska Region,Kobuk Valley NP,National Park,1934,
Alaska Region,Kobuk Valley NP,National Park,1933,
Alaska Region,Kobuk Valley NP,National Park,1932,
Alaska Region,Kobuk Valley NP,National Park,1931,
Alaska Region,Kobuk Valley NP,National Park,1930,
Alaska Region,Kobuk Valley NP,National Park,1929,
Alaska Region,Kobuk Valley NP,National Park,1928,
Alaska Region,Kobuk Valley NP,National Park,1927,
Alaska Region,Kobuk Valley NP,National Park,1926,
Alaska Region,Kobuk Valley NP,National Park,1925,
Alaska Region,Kobuk Valley NP,National Park,1924,
Alaska Region,Kobuk Valley NP,National Park,1923,
Alaska Region,Kobuk Valley NP,National Park,1922,
Alaska Region,Kobuk Valley NP,National Park,1921,
Alaska Region,Kobuk Valley NP,National Park,1920,
Alaska Region,Kobuk Valley NP,National Park,1919,
Alaska Region,Kobuk Valley NP,National Park,1918,
Alaska Region,Kobuk Valley NP,National Park,1917,
Alaska Region,Kobuk Valley NP,National Park,1916,
Alaska Region,Kobuk Valley NP,National Park,1915,
Alaska Region,Kobuk Valley NP,National Park,1914,
Alaska Region,Kobuk Valley NP,National Park,1913,
Alaska Region,Kobuk Valley NP,National Park,1912,
Alaska Region,Kobuk Valley NP,National Park,1911,
Alaska Region,Kobuk Valley NP,National Park,1910,
Alaska Region,Kobuk Valley NP,National Park,1909,
Alaska Region,Kobuk Valley NP,National Park,1908,
Alaska Region,Kobuk Valley NP,National Park,1907,
Alaska Region,Kobuk Valley NP,National Park,1906,
Alaska Region,Kobuk Valley NP,National Park,1905,
Alaska Region,Kobuk Valley NP,National Park,1904,
Alaska Region,Lake Clark NP & PRES,National Park,2022,"18,187"
Alaska Region,Lake Clark NP & PRES,National Park,2021,"18,278"
Alaska Region,Lake Clark NP & PRES,National Park,2020,"4,948"
Alaska Region,Lake Clark NP & PRES,National Park,2019,"17,157"
Alaska Region,Lake Clark NP & PRES,National Park,2018,"14,479"
Alaska Region,Lake Clark NP & PRES,National Park,2017,"22,755"
Alaska Region,Lake Clark NP & PRES,National Park,2016,"21,102"
Alaska Region,Lake Clark NP & PRES,National Park,2015,"17,818"
Alaska Region,Lake Clark NP & PRES,National Park,2014,"16,100"
Alaska Region,Lake Clark NP & PRES,National Park,2013,"13,000"
Alaska Region,Lake Clark NP & PRES,National Park,2012,"11,639"
Alaska Region,Lake Clark NP & PRES,National Park,2011,"5,158"
Alaska Region,Lake Clark NP & PRES,National Park,2010,"9,931"
Alaska Region,Lake Clark NP & PRES,National Park,2009,"9,711"
Alaska Region,Lake Clark NP & PRES,National Park,2008,"6,802"
Alaska Region,Lake Clark NP & PRES,National Park,2007,"5,549"
Alaska Region,Lake Clark NP & PRES,National Park,2006,"5,320"
Alaska Region,Lake Clark NP & PRES,National Park,2005,"5,408"
Alaska Region,Lake Clark NP & PRES,National Park,2004,"4,906"
Alaska Region,Lake Clark NP & PRES,National Park,2003,"4,505"
Alaska Region,Lake Clark NP & PRES,National Park,2002,"4,325"
Alaska Region,Lake Clark NP & PRES,National Park,2001,"4,397"
Alaska Region,Lake Clark NP & PRES,National Park,2000,"6,493"
Alaska Region,Lake Clark NP & PRES,National Park,1999,"6,190"
Alaska Region,Lake Clark NP & PRES,National Park,1998,"11,335"
Alaska Region,Lake Clark NP & PRES,National Park,1997,"9,173"
Alaska Region,Lake Clark NP & PRES,National Park,1996,"12,727"
Alaska Region,Lake Clark NP & PRES,National Park,1995,"12,698"
Alaska Region,Lake Clark NP & PRES,National Park,1994,"12,143"
Alaska Region,Lake Clark NP & PRES,National Park,1993,"12,153"
Alaska Region,Lake Clark NP & PRES,National Park,1992,"9,233"
Alaska Region,Lake Clark NP & PRES,National Park,1991,"4,133"
Alaska Region,Lake Clark NP & PRES,National Park,1990,"10,196"
Alaska Region,Lake Clark NP & PRES,National Park,1989,"14,879"
Alaska Region,Lake Clark NP & PRES,National Park,1988,"18,863"
Alaska Region,Lake Clark NP & PRES,National Park,1987,"16,418"
Alaska Region,Lake Clark NP & PRES,National Park,1986,"13,611"
Alaska Region,Lake Clark NP & PRES,National Park,1985,"12,701"
Alaska Region,Lake Clark NP & PRES,National Park,1984,"12,505"
Alaska Region,Lake Clark NP & PRES,National Park,1983,"12,332"
Alaska Region,Lake Clark NP & PRES,National Park,1982,"10,440"
Alaska Region,Lake Clark NP & PRES,National Park,1981,
Alaska Region,Lake Clark NP & PRES,National Park,1980,
Alaska Region,Lake Clark NP & PRES,National Park,1979,
Alaska Region,Lake Clark NP & PRES,National Park,1978,
Alaska Region,Lake Clark NP & PRES,National Park,1977,
Alaska Region,Lake Clark NP & PRES,National Park,1976,
Alaska Region,Lake Clark NP & PRES,National Park,1975,
Alaska Region,Lake Clark NP & PRES,National Park,1974,
Alaska Region,Lake Clark NP & PRES,National Park,1973,
Alaska Region,Lake Clark NP & PRES,National Park,1972,
Alaska Region,Lake Clark NP & PRES,National Park,1971,
Alaska Region,Lake Clark NP & PRES,National Park,1970,
Alaska Region,Lake Clark NP & PRES,National Park,1969,
Alaska Region,Lake Clark NP & PRES,National Park,1968,
Alaska Region,Lake Clark NP & PRES,National Park,1967,
Alaska Region,Lake Clark NP & PRES,National Park,1966,
Alaska Region,Lake Clark NP & PRES,National Park,1965,
Alaska Region,Lake Clark NP & PRES,National Park,1964,
Alaska Region,Lake Clark NP & PRES,National Park,1963,
Alaska Region,Lake Clark NP & PRES,National Park,1962,
Alaska Region,Lake Clark NP & PRES,National Park,1961,
Alaska Region,Lake Clark NP & PRES,National Park,1960,
Alaska Region,Lake Clark NP & PRES,National Park,1959,
Alaska Region,Lake Clark NP & PRES,National Park,1958,
Alaska Region,Lake Clark NP & PRES,National Park,1957,
Alaska Region,Lake Clark NP & PRES,National Park,1956,
